attribute,mean,max,min
pubchem_f369,0.0797735460627895,1.0,0.0
pubchem_f655,0.1291816778178075,1.0,0.0
pubchem_f373,0.08286155429747813,1.0,0.0
pattern_c96,0.2254246011322697,1.0,0.0
pubchem_f759,0.092125579001544,1.0,0.0
filter_bridged_rings_65_heterocyclic,0.05404014410705095,1.0,0.0
aliph_carboxylic,0.18528049408131755,1.0,0.0
macrocycle_r12_r40,0.017498713329902212,1.0,0.0
maccs_k084,0.11425630468347915,1.0,0.0
thiophene_monocyclic,0.007720020586721565,1.0,0.0
pubchem_f350,0.06330416881111683,1.0,0.0
pubchem_f389,0.027792074112197633,1.0,0.0
pubchem_f777,0.2233659289758106,1.0,0.0
pubchem_f421,0.6448790530108081,1.0,0.0
pattern_c21,0.06948018528049409,1.0,0.0
pubchem_f814,0.013896037056098817,1.0,0.0
pubchem_f751,0.013896037056098817,1.0,0.0
pubchem_f561,0.1312403499742666,1.0,0.0
pubchem_f660,0.18733916623777663,1.0,0.0
pubchem_f624,0.14770972722593928,1.0,0.0
n-acyl-aliphatic alpha-amino-acid,0.016469377251672673,1.0,0.0
mixed_anhydride,0.016469377251672673,1.0,0.0
maccs_k118,0.588780236747298,1.0,0.0
pubchem_f422,0.028306742151312403,1.0,0.0
pubchem_f657,0.38548636129696345,1.0,0.0
pubchem_f446,0.08492022645393721,1.0,0.0
o_in_aromatic_6_ring_with_lone_pair,0.041688111168296446,1.0,0.0
pubchem_f739,0.02110138960370561,1.0,0.0
pubchem_f035,0.02110138960370561,1.0,0.0
pubchem_f802,0.02110138960370561,1.0,0.0
pubchem_f436,0.08543489449305199,1.0,0.0
pyrrole,0.03654143077714874,1.0,0.0
maccs_k136,0.31806484817292846,1.0,0.0
pubchem_f667,0.2856407617086979,1.0,0.0
pubchem_f595,0.2856407617086979,1.0,0.0
pubchem_f397,0.18219248584662892,1.0,0.0
maccs_322_270,0.003088008234688626,1.0,0.0
heteroaromatic_s,0.02624806999485332,1.0,0.0
s_in_aromatic_5_ring_with_lone_pair,0.02624806999485332,1.0,0.0
pubchem_f582,0.15337107565620176,1.0,0.0
pubchem_f643,0.15337107565620176,1.0,0.0
pattern_c306,0.012352032938754504,1.0,0.0
phenoxy_compound,0.12712300566134843,1.0,0.0
pubchem_f494,0.1631497683993824,1.0,0.0
maccs_k147,0.5892949047864128,1.0,0.0
pubchem_f693,0.4204837879567679,1.0,0.0
pattern_c317,0.014925373134328358,1.0,0.0
pubchem_f404,0.17086978898610397,1.0,0.0
pubchem_f690,0.5990735975295934,1.0,0.0
maccs_k149,0.5728255275347401,1.0,0.0
pubchem_f507,0.1646937725167267,1.0,0.0
pubchem_f473,0.1646937725167267,1.0,0.0
pubchem_f529,0.23468862583633557,1.0,0.0
biphenyl_ortho_subs,0.0066906845084920225,1.0,0.0
pubchem_f716,0.0066906845084920225,1.0,0.0
pubchem_f779,0.0066906845084920225,1.0,0.0
pubchem_f149,0.017498713329902212,1.0,0.0
pubchem_f219,0.017498713329902212,1.0,0.0
pubchem_f841,0.056613484302624806,1.0,0.0
pattern_c224,0.001029336078229542,1.0,0.0
pattern_c204,0.001029336078229542,1.0,0.0
13-oxazole,0.001029336078229542,1.0,0.0
aryl_urea,0.001029336078229542,1.0,0.0
pattern_c125,0.001029336078229542,1.0,0.0
pubchem_f527,0.01080802882141019,1.0,0.0
pattern_c293,0.002058672156459084,1.0,0.0
maccs_322_070,0.01544004117344313,1.0,0.0
pattern_c46,0.4863612969634586,1.0,0.0
pubchem_f406,0.4863612969634586,1.0,0.0
hetero_non_basic,0.14668039114770973,1.0,0.0
pubchem_f862,0.055069480185280496,1.0,0.0
pattern_c163,0.05918682449819866,1.0,0.0
pubchem_f778,0.2691713844570252,1.0,0.0
pubchem_f469,0.003602676273803397,1.0,0.0
pattern_c350,0.003602676273803397,1.0,0.0
maccs_k023,0.011322696860524962,1.0,0.0
pattern_c298,0.011322696860524962,1.0,0.0
pubchem_f620,0.3988677303139475,1.0,0.0
pubchem_f516,0.04220277920741122,1.0,0.0
biphenyl_para_subs,0.007205352547606794,1.0,0.0
biphenyl,0.007205352547606794,1.0,0.0
pattern_c45,0.4837879567678847,1.0,0.0
tertiary alcohol,0.06484817292846114,1.0,0.0
spiro_compound,0.05404014410705095,1.0,0.0
pubchem_f012,0.876479670612455,1.0,0.0
pattern_c47,0.4750386001029336,1.0,0.0
pubchem_f515,0.02110138960370561,1.0,0.0
maccs_k037,0.03705609881626351,1.0,0.0
pubchem_f530,0.013896037056098817,1.0,0.0
pubchem_f154,0.0478641276376737,1.0,0.0
pubchem_f637,0.10396294390118374,1.0,0.0
maccs_k052,0.048893463715903245,1.0,0.0
pubchem_f301,0.048893463715903245,1.0,0.0
pubchem_f534,0.016469377251672673,1.0,0.0
heteroaromatic_o,0.06073082861554297,1.0,0.0
trans_double_bond:,0.11734431291816778,1.0,0.0
alkyl carbamate,0.005661348430262481,1.0,0.0
pattern_c313,0.005661348430262481,1.0,0.0
pubchem_f799,0.2357179619145651,1.0,0.0
pattern_c17,0.04683479155944416,1.0,0.0
pattern_c11,0.7025218733916624,1.0,0.0
pubchem_f709,0.7025218733916624,1.0,0.0
pubchem_f018,0.011322696860524962,1.0,0.0
pubchem_f654,0.06793618116314977,1.0,0.0
maccs_322_062,0.07102418939783839,1.0,0.0
pubchem_f736,0.12197632527020072,1.0,0.0
aryl_fluoride,0.024704065877509007,1.0,0.0
pubchem_f365,0.024704065877509007,1.0,0.0
conjug_bond,0.0514668039114771,1.0,0.0
pubchem_f819,0.24601132269686052,1.0,0.0
maccs_k030,0.01080802882141019,1.0,0.0
maccs_k074,0.26659804426145134,1.0,0.0
pubchem_f410,0.056613484302624806,1.0,0.0
pubchem_f574,0.42099845599588265,1.0,0.0
maccs_k117,0.27225939269171384,1.0,0.0
pubchem_f194,0.10396294390118374,1.0,0.0
furan,0.00977869274318065,1.0,0.0
pubchem_f338,0.11682964487905301,1.0,0.0
pattern_c242,0.019042717447246525,1.0,0.0
maccs_k011,0.009264024704065878,1.0,0.0
pubchem_f261,0.009264024704065878,1.0,0.0
pubchem_f130,0.009264024704065878,1.0,0.0
pattern_c4,0.009264024704065878,1.0,0.0
pattern_c181,0.009264024704065878,1.0,0.0
filter_fused_rings_55_heterocyclic,0.025218733916623777,1.0,0.0
pattern_c243,0.018013381369016986,1.0,0.0
quaternary aliph ammonium,0.008234688625836336,1.0,0.0
pattern_c178,0.024189397838394237,1.0,0.0
pubchem_f284,0.9927946474523932,1.0,0.0
thiolactam,5.14668039114771E-4,1.0,0.0
dibenzo_14_diazepine,5.14668039114771E-4,1.0,0.0
pattern_c213,5.14668039114771E-4,1.0,0.0
benzo_14_diazepine,5.14668039114771E-4,1.0,0.0
maccs_322_038,5.14668039114771E-4,1.0,0.0
imidoyl_halide_cyclic,5.14668039114771E-4,1.0,0.0
n_nitrosourea,5.14668039114771E-4,1.0,0.0
nitrosamide,5.14668039114771E-4,1.0,0.0
flavonol,5.14668039114771E-4,1.0,0.0
pattern_c300,5.14668039114771E-4,1.0,0.0
CH-acidic strong,5.14668039114771E-4,1.0,0.0
4_hydroxyanilide,5.14668039114771E-4,1.0,0.0
pattern_c302,5.14668039114771E-4,1.0,0.0
2C9,0.0,0.0,0.0
